PLAYER_ID,DISPLAY_FIRST_LAST,COUNTRY,HEIGHT,POSITION,TEAM_ABBREVIATION,TEAM_ID,BIRTHDATE,Partidos_Lesionado,PTS,AST,REB,STL,BLK,TOV,PF,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,GP,Edad
1630577,Julian Champagnie,USA,6-7,Forward,SAS,1610612759,2001-06-29T00:00:00,0,400,51,210,34,15,37,54,997,129,305,87,233,55,65,36,25.0
1630551,Justin Champagnie,USA,6-6,Guard-Forward,WAS,1610612764,2001-06-29T00:00:00,0,217,31,179,24,20,14,54,565,81,164,21,63,34,48,33,25.0
1642353,Cam Christie,USA,6-5,Guard,LAC,1610612746,2005-07-24T00:00:00,0,76,12,38,6,2,6,12,209,23,67,9,31,21,30,22,21.0
1631108,Max Christie,USA,6-5,Guard,DAL,1610612742,2003-02-10T00:00:00,0,430,73,120,17,14,41,55,1007,146,303,84,185,54,63,35,23.0
1630619,Moussa Cisse,Guinea,6-11,Center,DAL,1610612742,2002-09-10T00:00:00,0,59,3,69,5,20,14,31,201,23,38,0,0,13,31,20,24.0
1631321,Sidy Cissoko,France,6-6,Guard,POR,1610612757,2004-04-02T00:00:00,0,196,50,70,20,9,36,81,658,65,167,35,105,31,44,32,22.0
1641740,Jaylen Clark,USA,6-5,Guard,MIN,1610612750,2001-10-13T00:00:00,0,154,18,66,28,6,12,50,488,53,122,16,54,32,49,34,25.0
1629634,Brandon Clarke,Canada,6-8,Forward,MEM,1610612763,1996-09-19T00:00:00,0,8,1,6,2,0,0,5,21,3,9,0,0,2,4,2,30.0
203903,Jordan Clarkson,USA,6-5,Guard,NYK,1610612752,1992-06-07T00:00:00,0,360,51,66,15,5,41,72,729,134,307,53,150,39,50,36,34.0
1629651,Nic Claxton,USA,6-11,Center,BKN,1610612751,1999-04-17T00:00:00,0,420,131,242,24,40,46,69,935,166,285,1,11,87,129,31,27.0
1642383,Walter Clayton Jr.,USA,6-4,Guard,UTA,1610612762,2003-03-06T00:00:00,0,203,95,60,14,7,32,54,514,67,161,27,87,42,44,31,23.0
1642363,Nique Clifford,USA,6-5,Guard,SAC,1610612758,2002-02-09T00:00:00,0,181,44,94,21,9,37,70,614,68,166,23,74,22,31,33,24.0
1642270,Donovan Clingan,USA,7-2,Center,POR,1610612757,2004-02-23T00:00:00,0,370,58,356,16,46,31,87,886,144,264,31,90,51,80,33,22.0
1641730,Noah Clowney,USA,6-10,Forward-Center,BKN,1610612751,2004-07-14T00:00:00,0,437,60,129,24,27,62,95,931,130,327,71,214,106,133,33,22.0
1629599,Amir Coffey,USA,6-7,Guard-Forward,MIL,1610612749,1997-06-17T00:00:00,0,32,8,16,0,1,2,6,170,11,26,3,12,7,7,22,29.0
1642268,Isaiah Collier,USA,6-4,Guard,UTA,1610612762,2004-10-08T00:00:00,0,229,179,66,19,10,63,61,626,80,157,12,33,57,84,27,22.0
1628381,John Collins,USA,6-9,Forward-Center,LAC,1610612746,1997-09-23T00:00:00,0,434,30,164,29,28,49,85,918,167,314,38,102,62,76,34,29.0
1628380,Zach Collins,USA,6-9,Forward-Center,CHI,1610612741,1997-11-19T00:00:00,0,97,15,56,2,4,10,18,184,37,64,9,21,14,20,10,29.0
201144,Mike Conley,USA,6-1,Guard,MIN,1610612750,1987-10-11T00:00:00,0,160,97,57,20,7,19,52,598,46,130,33,96,35,38,32,39.0
1626192,Pat Connaughton,USA,6-5,Guard,CHA,1610612766,1993-01-06T00:00:00,0,55,9,25,5,1,3,5,129,19,38,10,25,7,11,17,33.0
1631451,Javonte Cooke,USA,6-6,Guard,POR,1610612757,1999-07-11T00:00:00,0,7,5,3,1,0,4,1,31,3,12,1,5,0,0,5,27.0
1630536,Sharife Cooper,USA,6-0,Guard,WAS,1610612764,2001-06-11T00:00:00,0,0,0,0,0,0,1,1,10,0,1,0,1,0,0,4,25.0
1641731,Bilal Coulibaly,France,6-7,Guard,WAS,1610612764,2004-07-26T00:00:00,0,212,55,105,33,21,37,58,570,68,178,19,76,57,74,21,22.0
1642907,Cedric Coward,USA,6-5,Guard,MEM,1610612763,2003-09-11T00:00:00,0,467,100,223,19,11,54,66,910,168,357,49,149,82,97,34,23.0
1642384,Isaiah Crawford,USA,6-6,Forward,HOU,1610612745,2001-11-01T00:00:00,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,2,25.0
1630595,Cade Cunningham,USA,6-6,Guard,DET,1610612765,2001-09-25T00:00:00,0,882,321,204,51,27,131,111,1179,306,658,68,200,202,241,33,25.0
201939,Stephen Curry,USA,6-2,Guard,GSW,1610612744,1988-03-14T00:00:00,0,775,118,105,34,12,81,60,868,250,539,129,329,146,157,27,38.0
1642359,Pacôme Dadiet,France,6-9,Forward,NYK,1610612752,2005-07-27T00:00:00,0,6,6,10,2,0,0,3,45,1,8,0,5,4,4,13,21.0
1630700,Dyson Daniels,Australia,6-7,Guard,ATL,1610612737,2003-03-17T00:00:00,0,433,222,238,70,17,83,82,1271,190,385,7,59,46,74,37,23.0
1642368,N'Faly Dante,Mali,6-11,Center,ATL,1610612737,2001-10-19T00:00:00,0,3,0,7,2,0,1,1,16,1,4,0,0,1,1,4,25.0
203076,Anthony Davis,USA,6-10,Forward-Center,DAL,1610612742,1993-03-11T00:00:00,0,386,52,210,21,32,39,42,590,159,314,10,35,58,80,19,33.0
1631120,JD Davison,USA,6-1,Guard,HOU,1610612745,2002-10-03T00:00:00,0,25,15,6,4,2,5,7,90,9,20,4,10,3,6,16,24.0
201942,DeMar DeRozan,USA,6-6,Guard-Forward,SAC,1610612758,1989-08-07T00:00:00,0,680,140,126,52,10,42,77,1229,243,488,30,84,164,186,37,37.0
1642484,RayJ Dennis,USA,6-1,Guard,ATL,1610612737,2001-03-30T00:00:00,0,64,26,23,3,4,15,16,171,22,72,12,38,8,9,14,25.0
1628978,Donte DiVincenzo,USA,6-4,Guard,MIN,1610612750,1997-01-31T00:00:00,0,481,148,167,47,17,45,92,1152,159,393,109,298,54,71,37,29.0
1631217,Moussa Diabaté,France,6-10,Forward,CHA,1610612766,2002-01-21T00:00:00,0,263,47,271,26,29,26,84,773,101,162,0,0,61,92,33,24.0
1642885,Mohamed Diawara,France,6-9,Forward,NYK,1610612752,2005-04-29T00:00:00,0,57,14,26,8,4,8,14,148,22,54,12,29,1,4,28,21.0
1641711,Gradey Dick,USA,6-7,Guard-Forward,TOR,1610612761,2003-11-20T00:00:00,0,231,24,72,27,4,19,46,579,77,190,33,103,44,52,37,23.0
1630621,Hunter Dickinson,USA,7-1,Center,NOP,1610612740,2000-11-25T00:00:00,0,2,0,0,0,1,2,2,5,1,2,0,0,0,0,1,26.0
1631172,Ousmane Dieng,France,6-9,Forward,OKC,1610612760,2003-05-21T00:00:00,0,74,15,30,1,5,6,18,214,27,61,14,32,6,6,17,23.0
1642265,Rob Dillingham,USA,6-2,Guard,MIN,1610612750,2005-01-04T00:00:00,0,110,56,36,17,3,30,34,303,43,126,10,29,14,18,30,21.0
1629029,Luka Dončić,Slovenia,6-8,Forward-Guard,LAL,1610612747,1999-02-28T00:00:00,0,905,235,213,41,16,121,68,985,278,602,90,282,259,324,27,27.0
1629652,Luguentz Dort,Canada,6-4,Guard,OKC,1610612760,1999-04-19T00:00:00,0,232,28,98,22,17,19,86,758,81,212,54,161,16,17,28,27.0
1630245,Ayo Dosunmu,USA,6-4,Guard,CHI,1610612741,2000-01-17T00:00:00,0,420,102,82,17,7,36,48,782,153,306,52,121,62,72,30,26.0
203083,Andre Drummond,USA,6-11,Center,PHI,1610612755,1993-08-10T00:00:00,0,214,25,275,16,26,27,63,620,85,164,15,39,29,46,30,33.0
1627739,Kris Dunn,USA,6-3,Guard,LAC,1610612746,1994-03-18T00:00:00,0,293,107,103,52,6,46,86,945,112,223,42,106,27,36,35,32.0
1642346,Ryan Dunn,USA,6-7,Forward,PHX,1610612756,2003-01-07T00:00:00,0,202,50,143,32,17,33,73,643,81,182,24,78,16,24,29,23.0
201142,Kevin Durant,USA,6-11,Forward,HOU,1610612745,1988-09-29T00:00:00,0,797,142,159,22,31,96,69,1122,279,537,65,161,174,194,31,38.0
1631105,Jalen Duren,USA,6-10,Center,DET,1610612765,2003-11-18T00:00:00,0,555,53,330,29,28,70,98,880,216,341,0,0,123,170,31,23.0
1642856,Egor Dëmin,Russia,6-8,Guard,BKN,1610612751,2006-03-03T00:00:00,0,298,103,99,27,9,56,57,729,104,266,67,180,23,26,30,20.0
1631106,Tari Eason,USA,6-8,Forward,HOU,1610612745,2001-05-10T00:00:00,0,230,28,109,21,11,28,36,453,88,177,42,86,12,19,19,25.0
1641744,Zach Edey,Canada,7-3,Center,MEM,1610612763,2002-05-14T00:00:00,0,150,12,122,7,21,26,37,284,62,98,1,5,25,32,11,24.0
1642845,VJ Edgecombe,USA,6-4,Guard,PHI,1610612755,2005-07-30T00:00:00,0,495,122,162,43,17,50,94,1074,185,428,70,181,55,71,30,21.0
1630162,Anthony Edwards,USA,6-4,Guard,MIN,1610612750,2001-08-05T00:00:00,0,880,109,150,43,25,85,55,1039,299,593,101,248,181,226,30,25.0
1642348,Justin Edwards,USA,6-7,Forward,PHI,1610612755,2003-12-16T00:00:00,0,147,36,49,20,7,21,48,446,51,139,31,93,14,15,28,23.0
1631165,Keon Ellis,USA,6-4,Guard,SAC,1610612758,2000-01-08T00:00:00,0,198,22,49,43,18,19,61,623,69,179,43,121,17,28,35,26.0
203954,Joel Embiid,Cameroon,7-0,Center-Forward,PHI,1610612755,1994-03-16T00:00:00,0,397,57,118,10,21,47,41,496,135,293,17,72,110,132,17,32.0
1642855,Noa Essengue,France,6-8,Forward,CHI,1610612741,2006-12-18T00:00:00,0,0,0,0,1,0,0,1,6,0,3,0,2,0,0,2,20.0
1630623,Tyson Etienne,USA,6-0,Guard,BKN,1610612751,1999-09-17T00:00:00,0,12,1,0,0,0,1,5,34,4,15,4,13,0,0,8,27.0
1629234,Drew Eubanks,USA,6-10,Forward-Center,SAC,1610612758,1997-02-01T00:00:00,0,155,8,81,12,19,25,40,413,65,104,1,3,24,43,29,29.0
1641787,Tosan Evbuomwan,United Kingdom,6-8,Forward,NYK,1610612752,2001-02-16T00:00:00,0,0,0,2,0,0,0,1,8,0,1,0,0,0,0,5,25.0
203957,Danté Exum,Australia,6-5,Guard,DAL,1610612742,1995-07-13T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
1642847,Jeremiah Fears,USA,6-3,Guard,NOP,1610612740,2006-10-14T00:00:00,0,544,117,135,46,8,89,67,1009,207,474,40,120,90,115,38,20.0
1642271,Kyle Filipowski,USA,6-11,Center,UTA,1610612762,2003-11-07T00:00:00,0,323,72,207,19,18,41,91,765,118,253,29,94,58,83,34,23.0
1627827,Dorian Finney-Smith,USA,6-7,Forward,HOU,1610612745,1993-05-04T00:00:00,0,15,4,17,2,1,5,8,90,5,17,5,15,0,0,6,33.0
1642843,Cooper Flagg,USA,6-9,Forward,DAL,1610612742,2006-12-21T00:00:00,0,682,151,233,44,28,79,83,1249,260,544,34,123,128,157,36,20.0
1642853,Rasheer Fleming,USA,6-9,Forward,PHX,1610612756,2004-07-10T00:00:00,0,49,3,26,5,5,3,17,140,18,55,6,31,7,9,20,22.0
1642280,Trentyn Flowers,USA,6-9,Forward,CHI,1610612741,2005-03-08T00:00:00,0,4,1,1,0,0,1,1,5,2,3,0,1,0,0,2,21.0
1631323,Simone Fontecchio,Italy,6-7,Forward,MIA,1610612748,1995-12-09T00:00:00,0,289,52,96,15,5,31,51,589,92,239,61,170,44,55,35,31.0
1628368,De'Aaron Fox,USA,6-3,Guard,SAS,1610612759,1997-12-20T00:00:00,0,574,160,105,37,8,67,63,873,208,442,59,167,99,124,27,29.0
1642402,Enrique Freeman,USA,6-9,Forward,MIN,1610612750,2000-07-29T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
1642277,Johnny Furphy,Australia,6-8,Guard,IND,1610612754,2004-12-08T00:00:00,0,90,9,60,10,0,10,31,287,37,71,11,35,5,12,19,22.0
1629655,Daniel Gafford,USA,6-10,Forward-Center,DAL,1610612742,1998-10-01T00:00:00,0,215,24,164,23,37,37,66,532,84,132,0,0,47,60,26,28.0
1642066,Myron Gardner,USA,6-5,Forward,MIA,1610612748,2001-05-21T00:00:00,0,26,5,12,4,0,1,11,56,9,20,4,10,4,4,11,25.0
1629636,Darius Garland,USA,6-1,Guard,CLE,1610612739,2000-01-26T00:00:00,0,386,151,57,15,2,64,41,667,138,318,49,141,61,68,22,26.0
1630568,Luka Garza,USA,6-10,Center,BOS,1610612738,1998-12-27T00:00:00,0,198,27,111,11,14,11,70,420,69,113,17,36,43,54,27,28.0
1641718,Keyonte George,USA,6-4,Guard,UTA,1610612762,2003-11-08T00:00:00,0,825,231,143,32,10,119,85,1171,257,569,90,238,221,245,34,23.0
1642273,Kyshawn George,Switzerland,6-8,Forward,WAS,1610612764,2003-12-12T00:00:00,0,405,137,153,28,24,85,113,857,147,315,60,147,51,69,27,23.0
202331,Paul George,USA,6-8,Forward,PHI,1610612755,1990-05-02T00:00:00,16,278,61,95,23,9,34,41,530,92,228,45,115,49,56,18,36.0
1630581,Josh Giddey,Australia,6-7,Guard,CHI,1610612741,2002-10-10T00:00:00,6,577,270,268,28,11,107,54,983,200,429,56,145,121,159,30,24.0
1628983,Shai Gilgeous-Alexander,Canada,6-6,Guard,OKC,1610612760,1998-07-12T00:00:00,1,1136,230,159,52,24,71,73,1192,389,710,73,178,285,320,36,28.0
1630264,Anthony Gill,USA,6-7,Forward,WAS,1610612764,1992-10-17T00:00:00,21,21,0,11,1,1,4,3,47,8,12,1,2,4,4,14,34.0
1631221,Collin Gillespie,USA,6-1,Guard,PHX,1610612756,1999-06-25T00:00:00,0,495,181,145,51,11,65,53,1008,176,401,107,256,36,42,36,27.0
203497,Rudy Gobert,France,7-1,Center,MIN,1610612750,1992-06-26T00:00:00,0,419,65,415,21,62,51,104,1169,172,239,0,1,75,139,37,34.0
1642884,Vladislav Goldin,Russia,7-0,Center,MIA,1610612748,2001-05-12T00:00:00,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0
1642864,Hugo González,Spain,6-6,Guard,BOS,1610612738,2006-02-05T00:00:00,5,126,19,99,22,7,19,59,442,51,102,16,43,8,13,30,20.0
1630692,Jordan Goodwin,USA,6-3,Guard,PHX,1610612756,1998-10-23T00:00:00,3,306,71,147,47,5,40,55,720,116,282,53,143,21,27,33,28.0
203932,Aaron Gordon,USA,6-8,Forward,DEN,1610612743,1995-09-16T00:00:00,22,264,19,83,10,3,21,26,390,90,169,28,65,56,66,14,31.0
201569,Eric Gordon,USA,6-3,Guard,PHI,1610612755,1988-12-25T00:00:00,28,33,3,2,4,1,3,3,74,12,21,8,14,1,2,6,38.0
203924,Jerami Grant,USA,6-7,Forward,POR,1610612757,1994-03-12T00:00:00,11,519,69,105,19,16,57,77,790,156,358,65,167,142,164,26,32.0
1631260,AJ Green,USA,6-4,Guard,MIL,1610612749,1999-09-27T00:00:00,3,336,67,88,22,3,28,86,966,108,250,97,227,23,29,33,27.0
203110,Draymond Green,USA,6-6,Forward,GSW,1610612744,1990-03-04T00:00:00,7,253,161,176,27,23,87,95,808,92,218,42,129,27,40,30,36.0
1630224,Jalen Green,USA,6-4,Guard,PHX,1610612756,2002-02-09T00:00:00,34,31,4,4,2,0,2,2,30,11,23,6,14,3,5,2,24.0
1629750,Javonte Green,USA,6-5,Guard,DET,1610612765,1993-07-23T00:00:00,0,257,31,99,46,12,23,55,696,88,199,38,104,43,56,36,33.0
